INSERT INTO squares (xcoord, ycoord, type, name) VALUES (9, 1, 6, "Beaton Auto Repair");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (9, 2, 0, "Hale Road");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (9, 3, 0, "Russell Row");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (9, 4, 13, "Lloyd Street School");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (9, 5, 10, "A Factory");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (9, 6, 2, "The Brown Building");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (9, 7, 0, "Martin Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (9, 8, 0, "Heriot Row");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (9, 9, 0, "Cotton Way");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (9, 10, 0, "Cutter Road");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (10, 1, 0, "Owens Road");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (10, 2, 8, "Burton Cinema");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (10, 3, 0, "Clarke Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (10, 4, 0, "Wilson Row");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (10, 5, 15, "The Hines Building");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (10, 6, 8, "Lester Cinema");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (10, 7, 17, "Club Waterhouse");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (10, 8, 0, "Gillan Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (10, 9, 0, "Black Avenue");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (10, 10, 0, "Ward Street");
